STOCKID,STOCKNAME,STOCKSYMBOL,STOCKEXCHANGE,PURCHASEPRICE,PURCHASEDATE,QUANTITY,INVESTMENTACCOUNTID
2419,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,668,YYYY-12-DD 00:12:SS,29,BQEP12379396321424
2420,IndusInd Bank Limited, INDUSINDBK,NSE,378,YYYY-03-DD 20:03:SS,10,YHAG73910539157117
2421,Mahindra & Mahindra Limited, M&M,NSE,795,YYYY-29-DD 06:29:SS,9,WIXQ91541628366362
2422,Bharti Airtel Limited, BHARTIARTL,NSE,543,YYYY-30-DD 11:30:SS,1,AUQB28389971953094
2423,Bajaj Finance Limited, BAJFINANCE,NSE,861,YYYY-40-DD 04:40:SS,69,BAGU89164615247940
2424,Tata Steel Limited, TATASTEEL,NSE,596,YYYY-33-DD 12:33:SS,42,HEIO79400974053175
2425,Cipla Limited, CIPLA,NSE,726,YYYY-14-DD 08:14:SS,50,KZCR59984837264479
2426,Asian Paints Limited, ASIANPAINT,BSE,819,YYYY-15-DD 03:15:SS,68,BQEP12379396321424
2427,Bajaj Finance Limited, BAJFINANCE,NSE,520,YYYY-35-DD 08:35:SS,78,CZLQ15362156476880
2428,Mahindra & Mahindra Limited, M&M,NSE,142,YYYY-43-DD 17:43:SS,56,OYJY69364577835702
2429,Britannia Industries Limited, BRITANNIA,NSE,609,YYYY-02-DD 11:02:SS,21,BXFA04633257740233
2430,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,467,YYYY-29-DD 13:29:SS,52,WGDO98435346232417
2431,ITC Limited, ITC,BSE,853,YYYY-38-DD 05:38:SS,86,CFBD90853488355222
2432,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,142,YYYY-24-DD 16:24:SS,23,BCTJ70098846823392
2433,Titan Company Limited, TITAN,BSE,482,YYYY-10-DD 21:10:SS,35,EDQI48803261170666
2434,UltraTech Cement Limited, ULTRACEMCO,BSE,376,YYYY-43-DD 07:43:SS,32,XDEW67102291650773
2435,Britannia Industries Limited, BRITANNIA,BSE,192,YYYY-11-DD 18:11:SS,51,OLBR70893549541602
2436,Hindustan Unilever Limited, HINDUNILVR,BSE,718,YYYY-35-DD 19:35:SS,32,KZCR59984837264479
2437,Infosys Limited, INFY,BSE,948,YYYY-53-DD 08:53:SS,31,NQNS96478504808029
2438,HDFC Bank Limited, HDFCBANK,BSE,752,YYYY-08-DD 02:08:SS,95,UKGT36678012264540
2439,Dr. Reddy's Laboratories Limited, DRREDDY,NSE,813,YYYY-32-DD 04:32:SS,78,OIJD90113019417918
2440,Infosys Limited, INFY,BSE,686,YYYY-29-DD 12:29:SS,86,EQAR05316805651925
2441,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,892,YYYY-04-DD 17:04:SS,6,AEWQ12848509151800
2442,Housing Development Finance Corporation Limited, HDFC,NSE,156,YYYY-16-DD 03:16:SS,14,GBUZ34865290168499
2443,Adani Enterprises Limited, ADANIENT,BSE,883,YYYY-54-DD 10:54:SS,4,YXIR68495707506390
2444,Tata Consumer Products Limited, TATACONSUM,NSE,997,YYYY-41-DD 06:41:SS,3,LPVJ19321532108499
2445,Mahindra & Mahindra Limited, M&M,BSE,118,YYYY-30-DD 14:30:SS,32,GINF58064308979198
2446,Housing Development Finance Corporation Limited, HDFC,BSE,488,YYYY-40-DD 09:40:SS,69,WVOZ03447650866361
2447,Tech Mahindra Limited, TECHM,NSE,847,YYYY-45-DD 22:45:SS,78,ZBQL80693368956207
2448,Eicher Motors Limited, EICHERMOT,BSE,741,YYYY-09-DD 20:09:SS,97,WCUB40006677828808
2449,Larsen & Toubro Limited, LT,NSE,263,YYYY-03-DD 06:03:SS,95,ZNQI65275272663354
2450,Hero MotoCorp Limited, HEROMOTOCO,BSE,772,YYYY-13-DD 05:13:SS,81,NESY90575113475798
2451,Shree Cement Limited, SHREECEM,BSE,606,YYYY-28-DD 13:28:SS,34,PYSI87656394163546
2452,Nestle India Limited, NESTLEIND,BSE,467,YYYY-19-DD 22:19:SS,96,RMEY41017885490594
2453,Asian Paints Limited, ASIANPAINT,NSE,498,YYYY-39-DD 19:39:SS,24,WYOK52353174033220
2454,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,398,YYYY-41-DD 03:41:SS,28,OXVF19571697807309
2455,Hindustan Zinc Limited, HINDZINC,NSE,834,YYYY-22-DD 18:22:SS,68,HLBO85298721611761
2456,Tata Consumer Products Limited, TATACONSUM,NSE,691,YYYY-36-DD 14:36:SS,26,OQDX82145891622726
2457,Bajaj Auto Limited, BAJAJ-AUTO,NSE,830,YYYY-10-DD 10:10:SS,44,REJL84373123465951
2458,Shree Cement Limited, SHREECEM,BSE,447,YYYY-48-DD 10:48:SS,14,UHZT49589243972058
2459,Tata Motors Limited, TATAMOTORS,BSE,584,YYYY-49-DD 04:49:SS,14,VFXP01319119265089
2460,HDFC Bank Limited, HDFCBANK,BSE,316,YYYY-19-DD 18:19:SS,21,OMGG39667999574646
2461,ICICI Bank Limited, ICICIBANK,BSE,856,YYYY-49-DD 21:49:SS,71,RUNX75647982535017
2462,Tech Mahindra Limited, TECHM,BSE,794,YYYY-10-DD 03:10:SS,23,VYKZ57572115280649
2463,UltraTech Cement Limited, ULTRACEMCO,NSE,394,YYYY-18-DD 15:18:SS,35,IFOC20079072548234
2464,Aditya Birla Capital Limited, ABCAPITAL,BSE,470,YYYY-43-DD 04:43:SS,87,ALOQ65609494509458
2465,Titan Company Limited, TITAN,NSE,734,YYYY-07-DD 11:07:SS,73,SUVG81879117313626
2466,Reliance Industries Limited, RELIANCE,NSE,129,YYYY-53-DD 13:53:SS,18,QNCZ98241997977700
2467,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,850,YYYY-19-DD 09:19:SS,96,YDYU17938432265783
2468,Wipro Limited, WIPRO,BSE,667,YYYY-45-DD 05:45:SS,96,ZNJL94190855191496
2469,Titan Company Limited, TITAN,NSE,156,YYYY-42-DD 05:42:SS,23,PDVO34248389389918
2470,Hero MotoCorp Limited, HEROMOTOCO,BSE,386,YYYY-58-DD 00:58:SS,47,FGQV32644048721962
2471,HDFC Bank Limited, HDFCBANK,NSE,622,YYYY-06-DD 07:06:SS,61,EDPB64900905310717
2472,Power Grid Corporation of India Limited, POWERGRID,BSE,713,YYYY-57-DD 02:57:SS,53,DDIL62112404103633
2473,Wipro Limited, WIPRO,BSE,954,YYYY-37-DD 15:37:SS,64,OQDE32082752782705
2474,Cipla Limited, CIPLA,BSE,870,YYYY-28-DD 13:28:SS,57,ZUNH88172183719804
2475,Mahindra & Mahindra Limited, M&M,NSE,649,YYYY-01-DD 17:01:SS,69,VGSI67530631599360
2476,Infosys Limited, INFY,NSE,427,YYYY-50-DD 09:50:SS,28,RBRH49588356080041
2477,Axis Bank Limited, AXISBANK,NSE,481,YYYY-47-DD 06:47:SS,65,ZSLW22555920203829
2478,Adani Enterprises Limited, ADANIENT,BSE,390,YYYY-30-DD 17:30:SS,91,YDOL35422869489475
2479,Bajaj Auto Limited, BAJAJ-AUTO,NSE,340,YYYY-46-DD 21:46:SS,41,OPMI66847405917916
2480,Aditya Birla Capital Limited, ABCAPITAL,NSE,818,YYYY-46-DD 20:46:SS,5,MAYE67070558476443
2481,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,114,YYYY-14-DD 08:14:SS,25,LJJG54442821193683
2482,ITC Limited, ITC,BSE,693,YYYY-49-DD 14:49:SS,93,MZMO25812174377273
2483,Hero MotoCorp Limited, HEROMOTOCO,BSE,816,YYYY-48-DD 00:48:SS,7,NDFX72008276602168
2484,Kotak Mahindra Bank Limited, KOTAKBANK,NSE,803,YYYY-08-DD 16:08:SS,9,ZEFL57145849472861
2485,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,812,YYYY-08-DD 09:08:SS,96,DWKM30711980924086
2486,Tata Consumer Products Limited, TATACONSUM,BSE,665,YYYY-57-DD 09:57:SS,99,GPGA72039097407095
2487,Adani Enterprises Limited, ADANIENT,NSE,669,YYYY-35-DD 11:35:SS,72,JUDJ59012619616606
2488,Power Grid Corporation of India Limited, POWERGRID,NSE,440,YYYY-32-DD 02:32:SS,57,XRDW65964429153926
2489,Bajaj Auto Limited, BAJAJ-AUTO,NSE,471,YYYY-09-DD 14:09:SS,40,ZXBC82884832429169
2490,Tata Motors Limited, TATAMOTORS,BSE,987,YYYY-44-DD 08:44:SS,42,RHUX48759369523085
2491,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,884,YYYY-03-DD 09:03:SS,80,MKVX34642650764713
2492,Hero MotoCorp Limited, HEROMOTOCO,BSE,137,YYYY-53-DD 04:53:SS,99,MBLN45346890968719
2493,Sun Pharmaceutical Industries Limited, SUNPHARMA,BSE,316,YYYY-03-DD 07:03:SS,94,ENUL70902777481959
2494,Coal India Limited, COALINDIA,BSE,173,YYYY-30-DD 15:30:SS,3,GOBP02467411877128
2495,Wipro Limited, WIPRO,NSE,445,YYYY-26-DD 03:26:SS,84,OQKU77592688067606
2496,Maruti Suzuki India Limited, MARUTI,NSE,995,YYYY-24-DD 03:24:SS,90,LHSB01264070204974
2497,Reliance Industries Limited, RELIANCE,NSE,878,YYYY-04-DD 04:04:SS,51,JIQB97290080129130
2498,Grasim Industries Limited, GRASIM,NSE,194,YYYY-22-DD 16:22:SS,70,PAFG14333099205405
2499,Infosys Limited, INFY,BSE,925,YYYY-15-DD 04:15:SS,27,HBLC30543172477434
2500,Tata Consumer Products Limited, TATACONSUM,NSE,917,YYYY-26-DD 14:26:SS,47,JJGU54226590608193
2501,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,374,YYYY-51-DD 19:51:SS,57,NQNS96478504808029
2502,Asian Paints Limited, ASIANPAINT,BSE,273,YYYY-01-DD 11:01:SS,14,TRUC44606792199526
2503,Housing Development Finance Corporation Limited, HDFC,BSE,566,YYYY-00-DD 21:00:SS,14,SNUI22772063416379
2504,Grasim Industries Limited, GRASIM,NSE,856,YYYY-42-DD 03:42:SS,2,VFXP01319119265089
2505,Britannia Industries Limited, BRITANNIA,NSE,171,YYYY-51-DD 13:51:SS,45,SBQG28573349185952
2506,IndusInd Bank Limited, INDUSINDBK,BSE,310,YYYY-56-DD 00:56:SS,80,PQWE76577015009033
2507,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,136,YYYY-29-DD 01:29:SS,55,OPBK37681567346552
2508,Bajaj Finserv Limited, BAJAJFINSV,BSE,242,YYYY-37-DD 10:37:SS,81,QFJS48087979075264
2509,Infosys Limited, INFY,NSE,495,YYYY-49-DD 15:49:SS,57,ZWSG72281631753369
2510,Tech Mahindra Limited, TECHM,BSE,224,YYYY-57-DD 19:57:SS,43,PYSI87656394163546
2511,UltraTech Cement Limited, ULTRACEMCO,BSE,775,YYYY-12-DD 18:12:SS,2,AIRP34465980297997
2512,Bajaj Finance Limited, BAJFINANCE,BSE,744,YYYY-53-DD 01:53:SS,1,MAXR19027686967003
2513,Adani Ports and Special Economic Zone Limited, ADANIPORTS,NSE,538,YYYY-25-DD 05:25:SS,4,MBLN45346890968719
2514,State Bank of India, SBIN,NSE,693,YYYY-57-DD 11:57:SS,95,SRAD00677052117439
2515,SBI Life Insurance Company Limited, SBILIFE,BSE,423,YYYY-01-DD 21:01:SS,88,NKNZ42242090052792
2516,Hero MotoCorp Limited, HEROMOTOCO,NSE,934,YYYY-18-DD 06:18:SS,1,DYGG49123056872172
2517,Tata Consultancy Services Limited, TCS,NSE,997,YYYY-59-DD 14:59:SS,50,XBVN60338740266140
2518,Adani Green Energy Limited, ADANIGREEN,NSE,666,YYYY-12-DD 09:12:SS,5,ALOQ65609494509458
2519,Wipro Limited, WIPRO,NSE,379,YYYY-06-DD 07:06:SS,72,SSEV87455935495815
2520,Tata Consumer Products Limited, TATACONSUM,BSE,844,YYYY-38-DD 13:38:SS,47,PCFB60390412024916
2521,Mahindra & Mahindra Limited, M&M,NSE,790,YYYY-50-DD 01:50:SS,83,IAPM55164901606993
2522,Hindustan Unilever Limited, HINDUNILVR,BSE,884,YYYY-13-DD 02:13:SS,98,JHWR99428587689104
2523,Adani Ports and Special Economic Zone Limited, ADANIPORTS,NSE,929,YYYY-39-DD 21:39:SS,78,VPWS59269121168912
2524,ITC Limited, ITC,NSE,422,YYYY-03-DD 06:03:SS,33,AMIW57770809318244
2525,UltraTech Cement Limited, ULTRACEMCO,NSE,512,YYYY-17-DD 05:17:SS,72,HRNL26374359260376
2526,Reliance Industries Limited, RELIANCE,NSE,290,YYYY-03-DD 08:03:SS,98,YSQJ07818581664176
2527,Tata Steel Limited, TATASTEEL,BSE,768,YYYY-48-DD 10:48:SS,61,RGHT25032479276645
2528,State Bank of India, SBIN,NSE,963,YYYY-44-DD 22:44:SS,9,WIXQ91541628366362
2529,Tata Steel Limited, TATASTEEL,BSE,169,YYYY-36-DD 16:36:SS,30,BRMV29984667998394
2530,Power Grid Corporation of India Limited, POWERGRID,NSE,235,YYYY-41-DD 00:41:SS,15,PPZT92520744612693
2531,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,861,YYYY-10-DD 06:10:SS,42,HLKY90596079897073
2532,Adani Ports and Special Economic Zone Limited, ADANIPORTS,NSE,970,YYYY-23-DD 15:23:SS,42,ZGYC64117594920108
2533,Wipro Limited, WIPRO,NSE,384,YYYY-48-DD 08:48:SS,72,VYWR54947668020737
2534,Power Grid Corporation of India Limited, POWERGRID,NSE,424,YYYY-06-DD 10:06:SS,83,YHGN71888280963558
2535,Adani Enterprises Limited, ADANIENT,NSE,683,YYYY-35-DD 13:35:SS,30,MIIU40614785049077
2536,Divi's Laboratories Limited, DIVISLAB,BSE,999,YYYY-04-DD 18:04:SS,77,FION22515353092517
2537,Hindustan Unilever Limited, HINDUNILVR,NSE,235,YYYY-59-DD 05:59:SS,40,CUGT25458784781529
2538,Mahindra & Mahindra Limited, M&M,NSE,382,YYYY-01-DD 09:01:SS,7,EEUL98115175828881
2539,Bajaj Auto Limited, BAJAJ-AUTO,BSE,903,YYYY-04-DD 07:04:SS,60,SKVV68987846646850
2540,Infosys Limited, INFY,NSE,571,YYYY-42-DD 21:42:SS,53,QBAG84627579100732
2541,Larsen & Toubro Infotech Limited, LTI,BSE,931,YYYY-08-DD 07:08:SS,67,ZXBC82884832429169
2542,Titan Company Limited, TITAN,NSE,578,YYYY-54-DD 10:54:SS,70,RLKA25973511663477
2543,Britannia Industries Limited, BRITANNIA,BSE,147,YYYY-09-DD 19:09:SS,74,EDQP91017025989801
2544,SBI Life Insurance Company Limited, SBILIFE,NSE,261,YYYY-16-DD 00:16:SS,3,YUFS30753629321595
2545,Maruti Suzuki India Limited, MARUTI,NSE,312,YYYY-19-DD 13:19:SS,37,SPWT96198308790927
2546,Sun Pharmaceutical Industries Limited, SUNPHARMA,BSE,769,YYYY-40-DD 06:40:SS,19,USNG00983533173734
2547,SBI Life Insurance Company Limited, SBILIFE,BSE,134,YYYY-54-DD 00:54:SS,5,SLNA98897856591878
2548,ITC Limited, ITC,NSE,682,YYYY-26-DD 16:26:SS,93,BBXT59059406905626
2549,Shree Cement Limited, SHREECEM,BSE,358,YYYY-21-DD 08:21:SS,33,SYOQ11076571499183
2550,Hindustan Zinc Limited, HINDZINC,NSE,590,YYYY-37-DD 15:37:SS,46,SPWT96198308790927
2551,Cipla Limited, CIPLA,NSE,768,YYYY-22-DD 01:22:SS,94,KYVO23914874523063
2552,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,341,YYYY-20-DD 11:20:SS,20,OPMI66847405917916
2553,Larsen & Toubro Infotech Limited, LTI,BSE,882,YYYY-29-DD 05:29:SS,54,AWYP94977779542709
2554,Tata Steel Limited, TATASTEEL,BSE,220,YYYY-25-DD 06:25:SS,17,SBQG28573349185952
2555,Divi's Laboratories Limited, DIVISLAB,BSE,981,YYYY-41-DD 18:41:SS,20,RIKD32117612103254
2556,Divi's Laboratories Limited, DIVISLAB,NSE,218,YYYY-26-DD 09:26:SS,15,HFLM67782079266642
2557,SBI Life Insurance Company Limited, SBILIFE,BSE,189,YYYY-34-DD 16:34:SS,64,COCI88805546809664
2558,Kotak Mahindra Bank Limited, KOTAKBANK,BSE,846,YYYY-31-DD 08:31:SS,63,RPWI12840716784572
2559,SBI Life Insurance Company Limited, SBILIFE,BSE,708,YYYY-54-DD 19:54:SS,66,GSZD06014078374106
2560,Wipro Limited, WIPRO,BSE,344,YYYY-21-DD 14:21:SS,3,VAEL86969764181946
2561,Adani Green Energy Limited, ADANIGREEN,BSE,135,YYYY-50-DD 01:50:SS,49,GRSN08161503445442
2562,Axis Bank Limited, AXISBANK,NSE,684,YYYY-56-DD 15:56:SS,45,NNIJ10664130122024
2563,Tata Steel Limited, TATASTEEL,NSE,421,YYYY-55-DD 09:55:SS,94,IXYD63654755162879
2564,Bajaj Finance Limited, BAJFINANCE,NSE,570,YYYY-54-DD 22:54:SS,53,FFBD45030618414668
2565,Reliance Industries Limited, RELIANCE,BSE,180,YYYY-06-DD 22:06:SS,91,WDBT61114518149963
2566,Maruti Suzuki India Limited, MARUTI,BSE,608,YYYY-16-DD 16:16:SS,59,YMBR60445498765576
2567,HCL Technologies Limited, HCLTECH,NSE,213,YYYY-18-DD 13:18:SS,37,JWOY31672493676381
2568,Mahindra & Mahindra Limited, M&M,BSE,649,YYYY-14-DD 04:14:SS,12,OSXJ49522174224297
2569,Tata Steel Limited, TATASTEEL,BSE,552,YYYY-00-DD 12:00:SS,41,UVEY62304986162800
2570,Bajaj Finserv Limited, BAJAJFINSV,NSE,409,YYYY-49-DD 20:49:SS,42,IZTR77105890002740
2571,Mahindra & Mahindra Limited, M&M,NSE,886,YYYY-06-DD 14:06:SS,20,EGST33622667348323
2572,Bharti Airtel Limited, BHARTIARTL,BSE,858,YYYY-14-DD 17:14:SS,24,QYUT98724450841552
2573,Cipla Limited, CIPLA,BSE,835,YYYY-55-DD 00:55:SS,50,JIVF27725135684410
2574,Reliance Industries Limited, RELIANCE,BSE,769,YYYY-12-DD 01:12:SS,19,NTZA28619387618412
2575,Shree Cement Limited, SHREECEM,BSE,776,YYYY-49-DD 23:49:SS,93,ORTC54709703015936
2576,Bharti Airtel Limited, BHARTIARTL,BSE,826,YYYY-26-DD 04:26:SS,39,FOGJ89695148277989
2577,Bharti Airtel Limited, BHARTIARTL,NSE,762,YYYY-23-DD 18:23:SS,37,XZBR49321433838530
2578,Tata Motors Limited, TATAMOTORS,BSE,513,YYYY-40-DD 07:40:SS,90,OGNO66094440135402
2579,Larsen & Toubro Limited, LT,NSE,842,YYYY-10-DD 09:10:SS,98,GXDF04236285441565
2580,Hindustan Petroleum Corporation Limited, HINDPETRO,BSE,142,YYYY-21-DD 19:21:SS,42,MLDJ75847253804720
2581,IndusInd Bank Limited, INDUSINDBK,BSE,998,YYYY-47-DD 07:47:SS,45,OPBK37681567346552
2582,Maruti Suzuki India Limited, MARUTI,NSE,850,YYYY-11-DD 18:11:SS,44,BXFA04633257740233
2583,Larsen & Toubro Limited, LT,NSE,304,YYYY-18-DD 13:18:SS,91,KZOR66117532439216
2584,Infosys Limited, INFY,BSE,133,YYYY-23-DD 06:23:SS,78,GKDU56357354113910
2585,Axis Bank Limited, AXISBANK,NSE,672,YYYY-37-DD 18:37:SS,66,WNFR47846002554899
2586,Tech Mahindra Limited, TECHM,BSE,469,YYYY-40-DD 08:40:SS,36,LJQC91008475474742
2587,Titan Company Limited, TITAN,BSE,276,YYYY-13-DD 16:13:SS,31,ORQA20833136798256
2588,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,972,YYYY-29-DD 19:29:SS,80,DMZJ05297087974917
2589,ICICI Bank Limited, ICICIBANK,BSE,709,YYYY-43-DD 06:43:SS,44,BMJK61380960783190
2590,Adani Enterprises Limited, ADANIENT,NSE,399,YYYY-45-DD 06:45:SS,35,EXMA92488857150364
2591,UltraTech Cement Limited, ULTRACEMCO,NSE,421,YYYY-30-DD 11:30:SS,98,VBKE59851124912703
2592,Grasim Industries Limited, GRASIM,NSE,939,YYYY-17-DD 15:17:SS,80,JWWR31996919712571
2593,Dr. Reddy's Laboratories Limited, DRREDDY,NSE,812,YYYY-24-DD 02:24:SS,21,PCUW98019094529490
2594,Kotak Mahindra Bank Limited, KOTAKBANK,BSE,133,YYYY-36-DD 11:36:SS,90,PAGO58656203631664
2595,Power Grid Corporation of India Limited, POWERGRID,NSE,417,YYYY-59-DD 02:59:SS,81,OKHZ39844130414005
2596,Housing Development Finance Corporation Limited, HDFC,BSE,804,YYYY-07-DD 13:07:SS,100,QTYG16930589586768
2597,Shree Cement Limited, SHREECEM,BSE,492,YYYY-07-DD 21:07:SS,96,VZQH55264003139536
2598,Infosys Limited, INFY,BSE,504,YYYY-02-DD 22:02:SS,74,RHJL52504507312402
2599,Hindustan Zinc Limited, HINDZINC,BSE,914,YYYY-12-DD 08:12:SS,78,MJHP46196254214882
2600,UltraTech Cement Limited, ULTRACEMCO,BSE,135,YYYY-23-DD 16:23:SS,32,KJEF45753126785459
2601,Dr. Reddy's Laboratories Limited, DRREDDY,BSE,550,YYYY-06-DD 11:06:SS,52,JXAK39442266750797
2602,HDFC Bank Limited, HDFCBANK,NSE,482,YYYY-54-DD 00:54:SS,54,GIIY69566920044516
2603,Dr. Reddy's Laboratories Limited, DRREDDY,NSE,679,YYYY-00-DD 13:00:SS,97,KPDS99190150764323
2604,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,835,YYYY-08-DD 11:08:SS,65,MVOU42768465256984
2605,Maruti Suzuki India Limited, MARUTI,NSE,376,YYYY-29-DD 00:29:SS,98,OCWD15754041064722
2606,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,667,YYYY-24-DD 10:24:SS,50,FRGJ40231056988083
2607,Larsen & Toubro Infotech Limited, LTI,NSE,958,YYYY-32-DD 18:32:SS,42,PCGN77579666762403
2608,Housing Development Finance Corporation Limited, HDFC,NSE,194,YYYY-07-DD 20:07:SS,53,UHCC57959604092785
2609,Maruti Suzuki India Limited, MARUTI,BSE,155,YYYY-55-DD 04:55:SS,6,VFIR91400346347381
2610,Hindustan Unilever Limited, HINDUNILVR,BSE,202,YYYY-00-DD 07:00:SS,36,HPRR16438526024169
2611,Adani Enterprises Limited, ADANIENT,NSE,286,YYYY-17-DD 08:17:SS,65,HVVG01760505142656
2612,Wipro Limited, WIPRO,NSE,183,YYYY-21-DD 06:21:SS,49,LHDJ09303062102728
2613,Divi's Laboratories Limited, DIVISLAB,NSE,328,YYYY-54-DD 21:54:SS,33,VCFL01891833763057
2614,Hindustan Petroleum Corporation Limited, HINDPETRO,NSE,893,YYYY-11-DD 01:11:SS,20,ZCMX38733151046579
2615,Hindustan Unilever Limited, HINDUNILVR,BSE,177,YYYY-32-DD 00:32:SS,22,MGXQ35281867536181
2616,Bajaj Finserv Limited, BAJAJFINSV,BSE,582,YYYY-04-DD 04:04:SS,19,YMBR60445498765576
2617,State Bank of India, SBIN,BSE,780,YYYY-23-DD 20:23:SS,66,DGPU64771897296743
2618,Hero MotoCorp Limited, HEROMOTOCO,NSE,470,YYYY-55-DD 07:55:SS,83,XGWL66850654721208
2619,Hindustan Unilever Limited, HINDUNILVR,BSE,697,YYYY-01-DD 06:01:SS,90,NNFM22617440939144
2620,Eicher Motors Limited, EICHERMOT,BSE,205,YYYY-25-DD 22:25:SS,24,OSXJ49522174224297
2621,Grasim Industries Limited, GRASIM,NSE,739,YYYY-48-DD 01:48:SS,29,HWXA89164613044061
2622,Mahindra & Mahindra Limited, M&M,BSE,401,YYYY-36-DD 11:36:SS,70,JNGO87130843153747
2623,Adani Green Energy Limited, ADANIGREEN,NSE,811,YYYY-49-DD 07:49:SS,22,ZCES66077930722449
2624,Dr. Reddy's Laboratories Limited, DRREDDY,NSE,826,YYYY-39-DD 10:39:SS,36,MNRZ99431076376654
2625,State Bank of India, SBIN,BSE,291,YYYY-44-DD 18:44:SS,43,BSMH85572384731420
2626,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,801,YYYY-17-DD 06:17:SS,54,CYIF74703035980804
2627,Hindustan Unilever Limited, HINDUNILVR,NSE,464,YYYY-22-DD 10:22:SS,88,IOLN76951900278381
2628,Tata Steel Limited, TATASTEEL,BSE,284,YYYY-12-DD 17:12:SS,85,YWDB35050239542641
2629,ITC Limited, ITC,BSE,688,YYYY-22-DD 02:22:SS,94,AAGS03835808971544
2630,Infosys Limited, INFY,BSE,411,YYYY-38-DD 23:38:SS,24,YBCZ59873832559290
2631,Nestle India Limited, NESTLEIND,BSE,184,YYYY-00-DD 15:00:SS,18,OERZ31449251969487
2632,Bharti Airtel Limited, BHARTIARTL,NSE,447,YYYY-38-DD 07:38:SS,11,OSXJ49522174224297
2633,Sun Pharmaceutical Industries Limited, SUNPHARMA,NSE,348,YYYY-07-DD 03:07:SS,87,TNIM70986140751564
2634,ICICI Bank Limited, ICICIBANK,NSE,853,YYYY-50-DD 18:50:SS,64,JIQB97290080129130
2635,Titan Company Limited, TITAN,BSE,204,YYYY-41-DD 09:41:SS,58,JFBZ69534822070297
2636,Tech Mahindra Limited, TECHM,BSE,342,YYYY-43-DD 17:43:SS,90,HJUX51016517011208
2637,Hindustan Unilever Limited, HINDUNILVR,BSE,541,YYYY-25-DD 12:25:SS,19,XDYF95896428811876
2638,ICICI Bank Limited, ICICIBANK,BSE,817,YYYY-28-DD 00:28:SS,91,KDVY28641612647014
2639,Titan Company Limited, TITAN,BSE,994,YYYY-56-DD 19:56:SS,10,SRNQ63187096061996
2640,Adani Ports and Special Economic Zone Limited, ADANIPORTS,BSE,222,YYYY-01-DD 11:01:SS,51,NBRP91294424204821
2641,HCL Technologies Limited, HCLTECH,BSE,976,YYYY-17-DD 13:17:SS,94,QMIO87227846335080
2642,Maruti Suzuki India Limited, MARUTI,NSE,529,YYYY-39-DD 05:39:SS,60,LJQC91008475474742
2643,Tata Motors Limited, TATAMOTORS,BSE,102,YYYY-03-DD 16:03:SS,55,LNNU00852620487727
2644,Bajaj Auto Limited, BAJAJ-AUTO,NSE,714,YYYY-26-DD 19:26:SS,85,TMWX94605494006373
2645,HDFC Bank Limited, HDFCBANK,BSE,714,YYYY-17-DD 18:17:SS,20,NTPB67286748127981
2646,Asian Paints Limited, ASIANPAINT,NSE,715,YYYY-12-DD 11:12:SS,12,MUHC61739213525284
2647,Bajaj Finserv Limited, BAJAJFINSV,NSE,420,YYYY-23-DD 22:23:SS,52,DWKM30711980924086
2648,Adani Green Energy Limited, ADANIGREEN,NSE,827,YYYY-19-DD 03:19:SS,72,TLCX23577115178523
2649,Infosys Limited, INFY,NSE,364,YYYY-55-DD 19:55:SS,91,GWIC51442925260879
2650,Bajaj Finserv Limited, BAJAJFINSV,BSE,749,YYYY-52-DD 04:52:SS,52,DPBY90155146203360
2651,Dr. Reddy's Laboratories Limited, DRREDDY,NSE,432,YYYY-55-DD 06:55:SS,52,AJMZ17557852851874
2652,Cipla Limited, CIPLA,NSE,222,YYYY-48-DD 16:48:SS,7,REJL84373123465951
2653,Bajaj Finserv Limited, BAJAJFINSV,NSE,202,YYYY-57-DD 15:57:SS,34,TPJX99074191364347
2654,Larsen & Toubro Infotech Limited, LTI,NSE,492,YYYY-15-DD 22:15:SS,96,OJYI13022913551198
2655,UltraTech Cement Limited, ULTRACEMCO,NSE,137,YYYY-52-DD 04:52:SS,46,PEZO02640591412476
2656,Infosys Limited, INFY,BSE,630,YYYY-02-DD 10:02:SS,91,IZTR77105890002740
2657,Eicher Motors Limited, EICHERMOT,NSE,620,YYYY-00-DD 23:00:SS,13,FOZD33911249368505
2658,Coal India Limited, COALINDIA,NSE,338,YYYY-50-DD 11:50:SS,65,IOLC66667732600045
